"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Robertson County, TX"	"48395"	199	16751	11.880	8.968
	"Rockwall County, TX"	"48397"	518	93978	5.512	5.710
	"Runnels County, TX"	"48399"	139	10448	13.304	8.236
	"Rusk County, TX"	"48401"	523	52732	9.918	8.412
	"Sabine County, TX"	"48403"	200	10303	19.412	10.788
	"San Augustine County, TX"	"48405"	143	8320	17.188	10.804
	"San Jacinto County, TX"	"48407"	343	27707	12.380	9.129
	"San Patricio County, TX"	"48409"	611	67655	9.031	8.573
	"San Saba County, TX"	"48411"	82	5944	13.795	9.023
	"Schleicher County, TX"	"48413"	26	3056	8.508	7.480
	"Scurry County, TX"	"48415"	166	17333	9.577	8.394
	"Shackelford County, TX"	"48417"	31	3315	9.351	7.293
	"Shelby County, TX"	"48419"	283	25579	11.064	9.391
	"Sherman County, TX"	"48421"	17	3068	5.541 (Unreliable)	4.926 (Unreliable)
	"Smith County, TX"	"48423"	2033	225290	9.024	7.534
	"Somervell County, TX"	"48425"	88	8775	10.028	7.503
	"Starr County, TX"	"48427"	408	64122	6.363	7.084
	"Stephens County, TX"	"48429"	117	9906	11.811	9.031
	"Sterling County, TX"	"48431"	13	1367	9.510 (Unreliable)	6.714 (Unreliable)
	"Stonewall County, TX"	"48433"	Suppressed	1426	Suppressed	Suppressed
	"Sutton County, TX"	"48435"	31	3869	8.012	7.015
	"Swisher County, TX"	"48437"	79	7466	10.581	7.853
	"Tarrant County, TX"	"48439"	12899	2016872	6.396	7.371
	"Taylor County, TX"	"48441"	1323	136535	9.690	8.813
	"Terrell County, TX"	"48443"	11	812	13.547 (Unreliable)	11.148 (Unreliable)
	"Terry County, TX"	"48445"	127	12799	9.923	8.869
	"Throckmorton County, TX"	"48447"	22	1533	14.351	8.043
	"Titus County, TX"	"48449"	275	32592	8.438	8.150
	"Tom Green County, TX"	"48451"	1030	118386	8.700	7.557
	"Travis County, TX"	"48453"	5474	1199323	4.564	6.107
	"Trinity County, TX"	"48455"	258	14442	17.865	11.593
	"Tyler County, TX"	"48457"	260	21320	12.195	8.847
	"Upshur County, TX"	"48459"	473	40969	11.545	9.345
	"Upton County, TX"	"48461"	24	3673	6.534	6.085
	"Uvalde County, TX"	"48463"	244	27285	8.943	7.426
	"Val Verde County, TX"	"48465"	361	48881	7.385	6.885
	"Van Zandt County, TX"	"48467"	664	54355	12.216	8.719
	"Victoria County, TX"	"48469"	829	92467	8.965	7.849
	"Walker County, TX"	"48471"	537	71484	7.512	7.950
	"Waller County, TX"	"48473"	326	50115	6.505	7.363
	"Ward County, TX"	"48475"	121	11600	10.431	9.450
	"Washington County, TX"	"48477"	361	35056	10.298	6.470
	"Webb County, TX"	"48479"	1397	271193	5.151	6.806
	"Wharton County, TX"	"48481"	437	41735	10.471	8.294
	"Wheeler County, TX"	"48483"	59	5546	10.638	8.258
	"Wichita County, TX"	"48485"	1363	131838	10.338	9.173
	"Wilbarger County, TX"	"48487"	159	12892	12.333	9.128
	"Willacy County, TX"	"48489"	176	21810	8.070	7.998
	"Williamson County, TX"	"48491"	2768	528718	5.235	5.999
	"Wilson County, TX"	"48493"	354	48480	7.302	6.185
	"Winkler County, TX"	"48495"	61	7893	7.728	8.901
	"Wise County, TX"	"48497"	658	64455	10.209	9.727
	"Wood County, TX"	"48499"	618	44227	13.973	8.169
	"Yoakum County, TX"	"48501"	61	8488	7.187	7.775
	"Young County, TX"	"48503"	275	18152	15.150	10.307
	"Zapata County, TX"	"48505"	110	14349	7.666	8.854
	"Zavala County, TX"	"48507"	114	12023	9.482	9.321
	"Beaver County, UT"	"49001"	54	6463	8.355	11.910
	"Box Elder County, UT"	"49003"	376	53139	7.076	7.622
	"Cache County, UT"	"49005"	577	122753	4.700	6.465
	"Carbon County, UT"	"49007"	237	20399	11.618	10.400
	"Daggett County, UT"	"49009"	10	1095	9.132 (Unreliable)	6.991 (Unreliable)
	"Davis County, UT"	"49011"	1789	342281	5.227	6.843
	"Duchesne County, UT"	"49013"	134	20337	6.589	7.664
	"Emery County, UT"	"49015"	110	10216	10.767	9.745
	"Garfield County, UT"	"49017"	49	4986	9.828	7.496
	"Grand County, UT"	"49019"	85	9579	8.874	7.636
	"Iron County, UT"	"49021"	333	49937	6.668	7.968
	"Juab County, UT"	"49023"	70	11010	6.358	7.742
	"Kane County, UT"	"49025"	75	7334	10.226	7.738
	"Millard County, UT"	"49027"	113	12694	8.902	7.184
	"Morgan County, UT"	"49029"	66	11437	5.771	7.732
	"Piute County, UT"	"49031"	15	1466	10.232 (Unreliable)	8.951 (Unreliable)
	"Rich County, UT"	"49033"	10	2319	4.312 (Unreliable)	3.103 (Unreliable)
	"Salt Lake County, UT"	"49035"	6774	1121354	6.041	7.369
	"San Juan County, UT"	"49037"	112	16895	6.629	8.033
	"Sanpete County, UT"	"49039"	194	29409	6.597	6.973
	"Sevier County, UT"	"49041"	195	21267	9.169	8.453
	"Summit County, UT"	"49043"	172	40307	4.267	5.637
	"Tooele County, UT"	"49045"	350	64833	5.398	7.419
	"Uintah County, UT"	"49047"	236	36373	6.488	8.109
	"Utah County, UT"	"49049"	2480	592299	4.187	6.906
	"Wasatch County, UT"	"49051"	147	30528	4.815	7.298
	"Washington County, UT"	"49053"	1306	160245	8.150	5.775
	"Wayne County, UT"	"49055"	28	2702	10.363	8.390
	"Weber County, UT"	"49057"	1816	247560	7.336	8.119
	"Addison County, VT"	"50001"	316	36959	8.550	6.442
	"Bennington County, VT"	"50003"	473	36191	13.070	7.916
	"Caledonia County, VT"	"50005"	321	30333	10.583	7.850
	"Chittenden County, VT"	"50007"	1133	161531	7.014	6.261
	"Essex County, VT"	"50009"	75	6176	12.144	7.835
	"Franklin County, VT"	"50011"	421	48915	8.607	7.915
	"Grand Isle County, VT"	"50013"	60	6919	8.672	7.228
	"Lamoille County, VT"	"50015"	215	25333	8.487	6.910
	"Orange County, VT"	"50017"	263	28919	9.094	6.924
	"Orleans County, VT"	"50019"	331	26863	12.322	8.247
	"Rutland County, VT"	"50021"	667	59310	11.246	7.696
	"Washington County, VT"	"50023"	546	58504	9.333	7.085
	"Windham County, VT"	"50025"	485	43145	11.241	7.820
	"Windsor County, VT"	"50027"	603	55496	10.866	6.890
	"Accomack County, VA"	"51001"	430	32947	13.051	8.763
	"Albemarle County, VA"	"51003"	782	106878	7.317	5.181
	"Alleghany County, VA"	"51005"	228	15595	14.620	8.938
	"Amelia County, VA"	"51007"	159	12913	12.313	9.119
	"Amherst County, VA"	"51009"	332	31633	10.495	7.471
	"Appomattox County, VA"	"51011"	198	15475	12.795	9.452
	"Arlington County, VA"	"51013"	928	230050	4.034	5.116
	"Augusta County, VA"	"51015"	720	74997	9.600	6.768
	"Bath County, VA"	"51017"	61	4476	13.628	7.797
	"Bedford County, VA"	"51019"	830	77960	10.646	7.949
	"Bland County, VA"	"51021"	80	6513	12.283	8.477
	"Botetourt County, VA"	"51023"	330	33231	9.930	6.742
	"Brunswick County, VA"	"51025"	205	16243	12.621	8.789
	"Buchanan County, VA"	"51027"	328	22178	14.789	10.971
	"Buckingham County, VA"	"51029"	168	17048	9.855	7.929
	"Campbell County, VA"	"51031"	578	54952	10.518	7.781
	"Caroline County, VA"	"51033"	273	30178	9.046	8.226
	"Carroll County, VA"	"51035"	367	29531	12.428	8.001
	"Charles City County, VA"	"51036"	89	7071	12.587	8.919
	"Charlotte County, VA"	"51037"	151	12129	12.450	8.464
	"Chesterfield County, VA"	"51041"	2392	339009	7.056	6.991
	"Clarke County, VA"	"51043"	173	14374	12.036	8.465
	"Craig County, VA"	"51045"	53	5158	10.275	6.901
	"Culpeper County, VA"	"51047"	418	50083	8.346	7.751
	"Cumberland County, VA"	"51049"	101	9652	10.464	7.868
	"Dickenson County, VA"	"51051"	220	14968	14.698	10.875
	"Dinwiddie County, VA"	"51053"	259	28144	9.203	7.796
	"Essex County, VA"	"51057"	130	11123	11.687	7.588
	"Fairfax County, VA"	"51059"	5060	1138652	4.444	4.670
	"Fauquier County, VA"	"51061"	556	69069	8.050	7.099
	"Floyd County, VA"	"51063"	149	15731	9.472	6.217
	"Fluvanna County, VA"	"51065"	192	26271	7.308	5.463
	"Franklin County, VA"	"51067"	581	56069	10.362	7.391
	"Frederick County, VA"	"51069"	705	84421	8.351	7.051
	"Giles County, VA"	"51071"	223	16857	13.229	9.238
	"Gloucester County, VA"	"51073"	414	37214	11.125	8.651
	"Goochland County, VA"	"51075"	179	22668	7.897	5.713
	"Grayson County, VA"	"51077"	205	15107	13.570	8.523
	"Greene County, VA"	"51079"	142	19371	7.331	6.430
	"Greensville County, VA"	"51081"	138	11706	11.789	10.235
	"Halifax County, VA"	"51083"	500	34992	14.289	9.563
	"Hanover County, VA"	"51085"	902	104392	8.641	7.001
	"Henrico County, VA"	"51087"	2786	326501	8.533	7.294
	"Henry County, VA"	"51089"	698	51445	13.568	8.858
	"Highland County, VA"	"51091"	21	2216	9.477	5.135
	"Isle of Wight County, VA"	"51093"	342	36596	9.345	7.219
	"James City County, VA"	"51095"	776	74404	10.430	6.189
	"King and Queen County, VA"	"51097"	94	7159	13.130	8.256
	"King George County, VA"	"51099"	172	25984	6.619	6.935
	"King William County, VA"	"51101"	153	16334	9.367	8.612
	"Lancaster County, VA"	"51103"	212	10972	19.322	7.766
	"Lee County, VA"	"51105"	276	24179	11.415	8.490
	"Loudoun County, VA"	"51107"	1441	385945	3.734	5.221
	"Louisa County, VA"	"51109"	337	35236	9.564	7.928
	"Lunenburg County, VA"	"51111"	153	12273	12.466	8.636
	"Madison County, VA"	"51113"	158	13078	12.081	8.210
	"Mathews County, VA"	"51115"	139	8782	15.828	8.080
	"Mecklenburg County, VA"	"51117"	457	30892	14.793	9.033
	"Middlesex County, VA"	"51119"	176	10778	16.330	8.537
	"Montgomery County, VA"	"51121"	614	98602	6.227	6.975
	"Nelson County, VA"	"51125"	206	14869	13.854	8.815
	"New Kent County, VA"	"51127"	136	21147	6.431	6.139
	"Northampton County, VA"	"51131"	183	12139	15.075	8.767
	"Northumberland County, VA"	"51133"	178	12222	14.564	6.894
	"Nottoway County, VA"	"51135"	197	15595	12.632	9.180
	"Orange County, VA"	"51137"	414	35533	11.651	8.357
	"Page County, VA"	"51139"	288	23654	12.176	8.687
	"Patrick County, VA"	"51141"	245	17923	13.670	8.397
	"Pittsylvania County, VA"	"51143"	703	61687	11.396	7.936
	"Powhatan County, VA"	"51145"	181	28443	6.364	5.844
	"Prince Edward County, VA"	"51147"	218	23142	9.420	7.867
	"Prince George County, VA"	"51149"	242	37845	6.395	6.438
	"Prince William County, VA"	"51153"	1876	455210	4.121	5.735
	"Pulaski County, VA"	"51155"	453	34203	13.244	9.297
	"Rappahannock County, VA"	"51157"	59	7388	7.986	4.631
	"Richmond County, VA"	"51159"	125	8774	14.247	8.747
	"Roanoke County, VA"	"51161"	984	94031	10.465	7.053
	"Rockbridge County, VA"	"51163"	258	22392	11.522	6.558
	"Rockingham County, VA"	"51165"	709	79744	8.891	6.202
	"Russell County, VA"	"51167"	381	27370	13.920	9.818
	"Scott County, VA"	"51169"	348	21930	15.869	10.235
	"Shenandoah County, VA"	"51171"	448	43175	10.376	6.906
	"Smyth County, VA"	"51173"	407	31062	13.103	8.755
	"Southampton County, VA"	"51175"	194	18057	10.744	7.673
	"Spotsylvania County, VA"	"51177"	949	132010	7.189	7.303
	"Stafford County, VA"	"51179"	742	144361	5.140	6.566
	"Surry County, VA"	"51181"	81	6544	12.378	8.989
	"Sussex County, VA"	"51183"	149	11504	12.952	10.090
	"Tazewell County, VA"	"51185"	613	42150	14.543	9.941
	"Warren County, VA"	"51187"	344	39155	8.786	7.919
	"Washington County, VA"	"51191"	605	54214	11.159	7.904
	"Westmoreland County, VA"	"51193"	222	17592	12.619	7.834
	"Wise County, VA"	"51195"	524	39228	13.358	11.332
	"Wythe County, VA"	"51197"	387	29016	13.337	9.430
	"York County, VA"	"51199"	422	67976	6.208	5.483
	"Alexandria city, VA"	"51510"	669	155810	4.294	5.067
	"Bedford city, VA"	"51515"	Missing	Missing	Missing	Missing
	"Bristol city, VA"	"51520"	350	16960	20.637	15.007
	"Buena Vista city, VA"	"51530"	77	6452	11.934	15.926
	"Charlottesville city, VA"	"51540"	275	46912	5.862	7.486
	"Chesapeake city, VA"	"51550"	1752	237940	7.363	7.706
	"Clifton Forge city, VA"	"51560"	Missing	Missing	Missing	Missing
	"Colonial Heights city, VA"	"51570"	280	17772	15.755	10.054
	"Covington city, VA"	"51580"	124	5518	22.472	16.422
	"Danville city, VA"	"51590"	674	41898	16.087	10.764
	"Emporia city, VA"	"51595"	52	5305	9.802	6.544
	"Fairfax city, VA"	"51600"	246	24164	10.180	7.515
	"Falls Church city, VA"	"51610"	96	14014	6.850	7.542
	"Franklin city, VA"	"51620"	149	8306	17.939	13.405
	"Fredericksburg city, VA"	"51630"	200	28297	7.068	7.888
	"Galax city, VA"	"51640"	180	6775	26.568	17.000
	"Hampton city, VA"	"51650"	1255	135410	9.268	8.454
	"Harrisonburg city, VA"	"51660"	321	53078	6.048	8.037
	"Hopewell city, VA"	"51670"	313	22735	13.767	11.781
	"Lexington city, VA"	"51678"	79	7045	11.214	9.583
	"Lynchburg city, VA"	"51680"	733	80212	9.138	7.842
	"Manassas city, VA"	"51683"	235	41483	5.665	7.820
	"Manassas Park city, VA"	"51685"	38	15915	2.388	4.226
	"Martinsville city, VA"	"51690"	313	13445	23.280	14.596
	"Newport News city, VA"	"51700"	1599	181825	8.794	8.822
	"Norfolk city, VA"	"51710"	1984	245115	8.094	9.206
	"Norton city, VA"	"51720"	52	3864	13.458	10.648
	"Petersburg city, VA"	"51730"	537	31882	16.843	13.772
	"Poquoson city, VA"	"51735"	129	12017	10.735	8.075
	"Portsmouth city, VA"	"51740"	1106	95252	11.611	10.368
	"Radford city, VA"	"51750"	121	17483	6.921	10.039
	"Richmond city, VA"	"51760"	1806	223170	8.092	8.211
	"Roanoke city, VA"	"51770"	1229	99660	12.332	10.010
	"Salem city, VA"	"51775"	364	25549	14.247	10.421
	"Staunton city, VA"	"51790"	355	24363	14.571	9.359
	"Suffolk city, VA"	"51800"	719	89273	8.054	7.678
	"Virginia Beach city, VA"	"51810"	3069	452602	6.781	6.589
	"Waynesboro city, VA"	"51820"	291	21887	13.296	9.674
	"Williamsburg city, VA"	"51830"	51	15214	3.352	2.914
	"Winchester city, VA"	"51840"	245	27516	8.904	7.441
	"Adams County, WA"	"53001"	126	19238	6.550	7.649
	"Asotin County, WA"	"53003"	244	22306	10.939	7.017
	"Benton County, WA"	"53005"	1428	193686	7.373	6.948
	"Chelan County, WA"	"53007"	659	76338	8.633	6.291
	"Clallam County, WA"	"53009"	934	74570	12.525	6.729
	"Clark County, WA"	"53011"	3373	467018	7.222	6.764
	"Columbia County, WA"	"53013"	60	3938	15.236	8.751
	"Cowlitz County, WA"	"53015"	1155	105160	10.983	8.199
	"Douglas County, WA"	"53017"	283	41327	6.848	5.758
	"Ferry County, WA"	"53019"	84	7614	11.032	7.674
	"Franklin County, WA"	"53021"	357	90160	3.960	5.919
	"Garfield County, WA"	"53023"	24	2247	10.681	5.568
	"Grant County, WA"	"53025"	671	93546	7.173	7.160
	"Grays Harbor County, WA"	"53027"	839	71628	11.713	8.546
	"Island County, WA"	"53029"	702	82636	8.495	5.441
	"Jefferson County, WA"	"53031"	361	31139	11.593	6.001
	"King County, WA"	"53033"	13045	2149970	6.068	5.901
	"Kitsap County, WA"	"53035"	2226	264811	8.406	6.966
	"Kittitas County, WA"	"53037"	303	44866	6.753	6.150
	"Klickitat County, WA"	"53039"	196	21301	9.201	6.210
	"Lewis County, WA"	"53041"	870	77066	11.289	7.819
	"Lincoln County, WA"	"53043"	128	10350	12.367	7.162
	"Mason County, WA"	"53045"	660	62198	10.611	7.275
	"Okanogan County, WA"	"53047"	413	41554	9.939	7.105
	"Pacific County, WA"	"53049"	283	21249	13.318	7.343
	"Pend Oreille County, WA"	"53051"	154	13123	11.735	8.160
	"Pierce County, WA"	"53053"	6638	861312	7.707	7.514
	"San Juan County, WA"	"53055"	162	16339	9.915	5.227
	"Skagit County, WA"	"53057"	1228	123681	9.929	7.093
	"Skamania County, WA"	"53059"	103	11510	8.949	6.435
	"Snohomish County, WA"	"53061"	5293	787620	6.720	6.727
	"Spokane County, WA"	"53063"	4528	499072	9.073	7.711
	"Stevens County, WA"	"53065"	441	44439	9.924	6.908
	"Thurston County, WA"	"53067"	2151	275222	7.816	6.556
	"Wahkiakum County, WA"	"53069"	49	4139	11.839	6.253
	"Walla Walla County, WA"	"53071"	607	60340	10.060	7.237
	"Whatcom County, WA"	"53073"	1717	216800	7.920	6.682
	"Whitman County, WA"	"53075"	254	48851	5.199	6.550
	"Yakima County, WA"	"53077"	2020	249636	8.092	7.836
	"Barbour County, WV"	"54001"	193	16831	11.467	8.666
	"Berkeley County, WV"	"54003"	1047	113525	9.223	9.178
	"Boone County, WV"	"54005"	299	22816	13.105	10.355
	"Braxton County, WV"	"54007"	179	14471	12.370	8.899
	"Brooke County, WV"	"54009"	349	22977	15.189	9.352
	"Cabell County, WV"	"54011"	1258	95987	13.106	10.527
	"Calhoun County, WV"	"54013"	79	7336	10.769	7.269
	"Clay County, WV"	"54015"	123	8859	13.884	9.784
	"Doddridge County, WV"	"54017"	85	8413	10.103	8.443
	"Fayette County, WV"	"54019"	661	44323	14.913	10.795
	"Gilmer County, WV"	"54021"	90	8249	10.910	8.780
	"Grant County, WV"	"54023"	133	11732	11.337	7.237
	"Greenbrier County, WV"	"54025"	477	35279	13.521	8.930
	"Hampshire County, WV"	"54027"	256	23301	10.987	8.454
	"Hancock County, WV"	"54029"	443	29590	14.971	9.866
	"Hardy County, WV"	"54031"	169	13889	12.168	8.946
	"Harrison County, WV"	"54033"	851	68400	12.442	9.208
	"Jackson County, WV"	"54035"	348	29152	11.937	8.602
	"Jefferson County, WV"	"54037"	490	56368	8.693	8.018
	"Kanawha County, WV"	"54039"	2529	186241	13.579	9.921
	"Lewis County, WV"	"54041"	234	16309	14.348	10.356
	"Lincoln County, WV"	"54043"	277	21232	13.046	10.913
	"Logan County, WV"	"54045"	540	33700	16.024	12.347
	"McDowell County, WV"	"54047"	343	19141	17.920	13.191
	"Marion County, WV"	"54049"	710	56538	12.558	9.061
	"Marshall County, WV"	"54051"	391	31793	12.298	8.286
	"Mason County, WV"	"54053"	342	26825	12.749	9.258
	"Mercer County, WV"	"54055"	847	60468	14.007	10.131
	"Mineral County, WV"	"54057"	338	27411	12.331	9.292
	"Mingo County, WV"	"54059"	343	24647	13.917	11.718
	"Monongalia County, WV"	"54061"	726	104622	6.939	7.710
	"Monroe County, WV"	"54063"	161	13370	12.042	7.820
	"Morgan County, WV"	"54065"	241	17632	13.668	9.571
	"Nicholas County, WV"	"54067"	337	25311	13.314	9.912
	"Ohio County, WV"	"54069"	617	42516	14.512	9.337
	"Pendleton County, WV"	"54071"	95	7051	13.473	7.149
	"Pleasants County, WV"	"54073"	94	7591	12.383	9.059
	"Pocahontas County, WV"	"54075"	94	8501	11.058	6.911
	"Preston County, WV"	"54077"	367	33758	10.871	8.325
	"Putnam County, WV"	"54079"	621	56941	10.906	8.937
	"Raleigh County, WV"	"54081"	1053	76601	13.747	10.212
	"Randolph County, WV"	"54083"	366	29006	12.618	8.699
	"Ritchie County, WV"	"54085"	107	9875	10.835	7.517
	"Roane County, WV"	"54087"	215	14208	15.132	10.572
	"Summers County, WV"	"54089"	186	12872	14.450	9.310
	"Taylor County, WV"	"54091"	199	16859	11.804	8.535
	"Tucker County, WV"	"54093"	95	6926	13.716	9.016
	"Tyler County, WV"	"54095"	122	8972	13.598	9.329
	"Upshur County, WV"	"54097"	308	24658	12.491	9.332
	"Wayne County, WV"	"54099"	513	40531	12.657	9.585
	"Webster County, WV"	"54101"	117	8646	13.532	9.205
	"Wetzel County, WV"	"54103"	197	15640	12.596	8.491
	"Wirt County, WV"	"54105"	54	5806	9.301	6.916
	"Wood County, WV"	"54107"	1110	85643	12.961	9.671
	"Wyoming County, WV"	"54109"	313	21763	14.382	11.068
	"Adams County, WI"	"55001"	271	20069	13.503	7.461
	"Ashland County, WI"	"55003"	187	15714	11.900	8.709
	"Barron County, WI"	"55005"	507	45412	11.164	7.414
	"Bayfield County, WI"	"55007"	170	14891	11.416	7.168
	"Brown County, WI"	"55009"	2067	260401	7.938	7.162
	"Buffalo County, WI"	"55011"	127	13099	9.695	6.425
	"Burnett County, WI"	"55013"	167	15213	10.977	6.464
	"Calumet County, WI"	"55015"	365	49553	7.366	6.844
	"Chippewa County, WI"	"55017"	592	63649	9.301	7.127
	"Clark County, WI"	"55019"	343	34557	9.926	7.343
	"Columbia County, WI"	"55021"	548	56927	9.626	7.635
	"Crawford County, WI"	"55023"	156	16321	9.558	6.222
	"Dane County, WI"	"55025"	3234	531273	6.087	6.027
	"Dodge County, WI"	"55027"	921	88068	10.458	7.546
	"Door County, WI"	"55029"	345	27587	12.506	6.761
	"Douglas County, WI"	"55031"	443	43509	10.182	7.715
	"Dunn County, WI"	"55033"	338	44704	7.561	6.278
	"Eau Claire County, WI"	"55035"	838	102965	8.139	7.086
	"Florence County, WI"	"55037"	65	4456	14.587	7.931
	"Fond du Lac County, WI"	"55039"	928	102144	9.085	6.526
	"Forest County, WI"	"55041"	127	9064	14.011	8.926
	"Grant County, WI"	"55043"	486	52214	9.308	6.850
	"Green County, WI"	"55045"	345	37075	9.305	6.828
	"Green Lake County, WI"	"55047"	230	18719	12.287	7.723
	"Iowa County, WI"	"55049"	216	23654	9.132	6.797
	"Iron County, WI"	"55051"	85	5726	14.845	7.284
	"Jackson County, WI"	"55053"	190	20562	9.240	6.904
	"Jefferson County, WI"	"55055"	692	84625	8.177	6.922
	"Juneau County, WI"	"55057"	303	26274	11.532	8.069
	"Kenosha County, WI"	"55059"	1415	168183	8.413	7.879
	"Kewaunee County, WI"	"55061"	181	20405	8.870	5.787
	"La Crosse County, WI"	"55063"	1008	118122	8.534	6.916
	"Lafayette County, WI"	"55065"	145	16753	8.655	6.527
	"Langlade County, WI"	"55067"	238	19221	12.382	7.240
	"Lincoln County, WI"	"55069"	336	27902	12.042	7.716
	"Manitowoc County, WI"	"55071"	861	79536	10.825	7.126
	"Marathon County, WI"	"55073"	1230	135603	9.071	6.825
	"Marinette County, WI"	"55075"	488	40491	12.052	7.159
	"Marquette County, WI"	"55077"	184	15067	12.212	7.886
	"Menominee County, WI"	"55078"	53	4533	11.692	12.088
	"Milwaukee County, WI"	"55079"	8384	951448	8.812	8.298
	"Monroe County, WI"	"55081"	414	45623	9.074	7.267
	"Oconto County, WI"	"55083"	389	37430	10.393	7.607
	"Oneida County, WI"	"55085"	437	35601	12.275	7.066
	"Outagamie County, WI"	"55087"	1432	184526	7.760	7.127
	"Ozaukee County, WI"	"55089"	763	88314	8.640	5.920
	"Pepin County, WI"	"55091"	79	7307	10.812	6.898
	"Pierce County, WI"	"55093"	286	41238	6.935	6.530
	"Polk County, WI"	"55095"	429	43481	9.866	6.807
	"Portage County, WI"	"55097"	523	70447	7.424	6.100
	"Price County, WI"	"55099"	185	13517	13.686	7.607
	"Racine County, WI"	"55101"	1871	195140	9.588	7.903
	"Richland County, WI"	"55103"	190	17476	10.872	6.733
	"Rock County, WI"	"55105"	1526	161620	9.442	7.767
	"Rusk County, WI"	"55107"	168	14127	11.892	7.015
	"St. Croix County, WI"	"55109"	610	88029	6.930	6.900
	"Sauk County, WI"	"55111"	684	63949	10.696	7.770
	"Sawyer County, WI"	"55113"	218	16369	13.318	8.641
	"Shawano County, WI"	"55115"	492	41062	11.982	7.861
	"Sheboygan County, WI"	"55117"	1165	115427	10.093	7.565
	"Taylor County, WI"	"55119"	184	20439	9.002	5.779
	"Trempealeau County, WI"	"55121"	291	29633	9.820	7.485
	"Vernon County, WI"	"55123"	316	30814	10.255	7.017
	"Vilas County, WI"	"55125"	325	21435	15.162	8.354
	"Walworth County, WI"	"55127"	895	102959	8.693	6.922
	"Washburn County, WI"	"55129"	205	15648	13.101	7.930
	"Washington County, WI"	"55131"	1123	134296	8.362	6.350
	"Waukesha County, WI"	"55133"	3427	398424	8.601	6.235
	"Waupaca County, WI"	"55135"	694	51533	13.467	8.263
	"Waushara County, WI"	"55137"	274	24162	11.340	7.034
	"Winnebago County, WI"	"55139"	1553	169886	9.141	7.245
	"Wood County, WI"	"55141"	858	73107	11.736	7.729
	"Albany County, WY"	"56001"	206	38256	5.385	6.724
	"Big Horn County, WY"	"56003"	127	12005	10.579	7.653
	"Campbell County, WY"	"56005"	207	48803	4.242	6.554
	"Carbon County, WY"	"56007"	152	15618	9.732	9.201
	"Converse County, WY"	"56009"	121	14191	8.527	7.991
	"Crook County, WY"	"56011"	65	7464	8.708	6.225
	"Fremont County, WY"	"56013"	412	40242	10.238	8.613
	"Goshen County, WY"	"56015"	144	13390	10.754	6.596
	"Hot Springs County, WY"	"56017"	62	4679	13.251	8.569
	"Johnson County, WY"	"56019"	97	8486	11.431	7.389
	"Laramie County, WY"	"56021"	797	98136	8.121	7.101
	"Lincoln County, WY"	"56023"	142	19110	7.431	6.870
	"Natrona County, WY"	"56025"	692	81039	8.539	7.636
	"Niobrara County, WY"	"56027"	22	2480	8.871	5.491
	"Park County, WY"	"56029"	286	29353	9.743	6.523
	"Platte County, WY"	"56031"	91	8680	10.484	6.525
	"Sheridan County, WY"	"56033"	341	30200	11.291	8.152
	"Sublette County, WY"	"56035"	52	9769	5.323	5.336
	"Sweetwater County, WY"	"56037"	312	44165	7.064	8.459
	"Teton County, WY"	"56039"	90	23191	3.881	3.971
	"Uinta County, WY"	"56041"	142	20773	6.836	7.474
	"Washakie County, WY"	"56043"	92	8235	11.172	7.053
	"Weston County, WY"	"56045"	70	7236	9.674	6.939
"Total"			2744248	323127513	8.493	7.288
